,tweet_id,sentiment,content
11625,1963301324,negative,"Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!"
11626,1963301381,negative,disappointed the didnt win teh glasses.
11627,1963301735,negative,Off to the porn store. I forgot to put Dave in my iPod.  Fail.
11628,1963301756,negative,Well rite i gt a headache
11629,1963302156,positive,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh
11631,1963302968,positive,Just one of those days.... I pray it will get better..
11632,1963303137,negative,"@fishhhface CASEY'S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She's prolly freaked cause it's new. Can we get her back?"
11641,1963305056,positive,Dropped off Baby A for her 1st day in the Toddler Room this AM.  She's officially a toddler.  Growing up way too fast
11642,1963305108,negative,Babysitting in the sun and heat. I'm getting lots of freckles
11643,1963305268,negative,@burrrbank ah wait! we can only go if you can get us to and from cos my mom's tires are nonlong distance till she can buy some new ones.
11646,1963305806,negative,@Steve_Sanderson What's with Twatter lately?  Either I can't get on or the replies don't turn up!
11647,1963305956,negative,@srubin sorry to disappoint.
11648,1963306025,negative,"@ChrisLAS never tried to FTP to S3, but I use FireFTP (Firefox browser addin) ... no mention of S3 support on their site though."
11650,1963306960,negative,This sars has really got me down.
11651,1963307029,positive,all alone for the weekend!
11652,1963307279,positive,@yargman i havent seen you all week
11655,1963308203,negative,@AgesTheGreat UGH! &amp; DiDNT HiT ME UP? OK  LOL JK. WHAT WERE U DOiN HERE?
11657,1963308678,negative,i want my face to be a somatic drawing of david lanham  or i want a leopard theme his somatic theme..  im so sad..im such a big fan..
11659,1963308922,positive,time to get ready for work
11660,1963309177,negative,I am tired.
11661,1963309523,negative,"@sthig, you make baby jeebus cry"
11662,1963309648,negative,ughhhh.... sad day.
11664,1963310497,negative,@MIssKatherine Omg granddads bday was epic lol. &amp; no i havent heard anything yet so i dont think
11665,1963315429,positive,@therage comes to you. when is your atl show jljf i swear you will have fun they're so much fun
11666,1963315566,negative,"lacey is alright though. quite a few gashes, and she keeps her tail between her legs"
11668,1963315897,negative,"videos will be frozen until actual views catch up to the published,  artificial, view count - OOFM was already frozen when we got to it"
11670,1963316372,negative,I'm wishing I was outside instead of trapped in my office.
11671,1963316374,positive,@amy_p hahaha I wanted to eat that Chicken
11672,1963317439,negative,I shrunk my favourite cardigan.  Hubby said he'd buy me a new one. I practically lived in it and it's gone. I shall say a few words ;)
11673,1963317454,negative,"@BonDean Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter"
11676,1963317624,negative,"Yep, @CAndymanTK9772. Sleep-fail. In another 7-8 hours, it'll be D&amp;D-fail."
11678,1963318283,negative,Aaahhh I'm just so busy. Sorry everyone.
11679,1963318323,negative,@marginatasnaily i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend! x
11680,1963318973,positive,Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty
11681,1963319014,negative,having a good day at work lots of sales but boss is under foot.   she's a nice person but i dont like the boss bugging me
11682,1963319054,positive,@awaisnaseer Cover the tomm. event baby! Id like a live blogging on it
11683,1963319587,positive,Workout done for today. Now time to get ready for work
11685,1963320527,negative,@LeighanneReena Nice...I'd like to be there...but it's too far...  I'm from Brazil... kisses and have a nice day!!!
11687,1963320872,positive,@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.
11688,1963320899,negative,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible"
11689,1963320900,negative,"Darn all of you! I wish i could watch bgt now, but if i did i wouldn't be able to fast forward through the ads  + dinners very soon.."
11690,1963321022,positive,looking forward to seeing the relatives... maybe home from Toronto soon
11694,1963321469,negative,@kristanmarie at least you dont have quad parking haha two cars drove by real fast and spashed mud all over me
11695,1963321779,negative,"...return my joy cos I'm so  Tired, tired of me Inspire the weary eyed to see the Ire and Irony..."
11696,1963321786,positive,"@crystalchappell Have a wonderful weekend at home! Good day today (it's Friday!), but no Otalia today (*tear*)  Lots of love to you!"
11697,1963322236,negative,need a break...my head hurts
11698,1963322791,negative,@maryvictoria did you get fired?  *hugs*
11699,1963322814,negative,Having serious technical issues in the studio  oh well thank god for the technician
11701,1963323031,positive,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar."
11702,1963323519,negative,@johnhayato I love Overnight. And they've worked with me on printing/shipping issues.  sorry it didn't work out for you.
11703,1963323669,negative,My phone does not work in the DONS
11704,1963323688,negative,"@0oze you always appear on the, like, 10 minutes a week I'm not here"
11705,1963323725,negative,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z
11707,1963325012,negative,@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....
11708,1963325067,negative,This day will pass slowly.  All of these days will.  RAWR!!!!  ...
11710,1963325146,negative,there's no point in bein on here if no one else in on
11711,1963325441,negative,@bobbyvoicu Now that sucks...  P?i ?i s? ï¿½n?eleg c? Jay Leno nu va mai avea o alt? emisiune sau ceva?
11712,1963325663,negative,@OliverPhelps have a good time!! Sadly that means I'm probably gonna have rain
11714,1963325888,negative,@pauljchambers Spending a weekend doing nothing but being domestic ? You said it!
11715,1963326035,negative,&lt;i&gt;Waiting For Natie to come online I miss him
11716,1963327262,negative,UGH... I am soooo drag assing today  but on a brighter note I got my G1 update &amp; it is the biznesssss!
11718,1963328422,negative,Its hott out. I think i shall go swimming. Eh i feel empty had my dermals removed and took out some other piercings.
11720,1963328580,negative,I just finished my 2nd to last box of nerds!!!
11721,1963328771,negative,@nick_carter Wish me happy birthday? my eyes are tearing
11723,1963329297,negative,feels better now that she ate. Doesnt want to be here until 9:30.
11724,1963329748,positive,"@RetroRewind Ahh Dave Canada isn't included  That's okay, we still love ya!  Let's get this!"
11725,1963330222,negative,havent been on here in ages  sorry twitter.. tweetdeck is broken
11726,1963330278,positive,@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.
11727,1963330337,positive,@LauraManiscalco  I'll send you the youtube link &lt;3
11728,1963330577,negative,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd"
11729,1963330860,negative,Waiting for Natie to come online I miss him.
11730,1963330902,negative,@prsvr Ok then  ...I was doing fine..now not so much lol
11731,1963330944,negative,@ddlovato hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me
11732,1963331362,negative,made an appointment for the cat to see the vet in the morning. He seems kind of thin and needs a checkup anyway.
11733,1963331407,negative,Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo damn depressing!
11734,1963331641,positive,@jamiexvx join the club.
11735,1963332054,negative,"wearing a pair of trousers that were loose last year, tight this year"
11736,1963332309,negative,made my dad kool aid and it taste like shit
11737,1963332629,positive,Yay!! My computer came today. Too bad it's being held hostage at my parents' house until I can pick it up
11738,1963340196,negative,Haven't eaten all day  I need food...
11739,1963340474,positive,@Alexandria_Lee I loveee and missss my annie!!
11741,1963341009,negative,@aeayling my poor baby I think it's allergies! Can I do amything about it bc he's been that way sence monday
11742,1963341173,negative,@cam_reed i feel so bad that happened to you  did the police find the guy that did it? are u gonna get your stuff back?
11743,1963341196,negative,@LostMyHeart Gourmet pizza = BLEH. Pizza is SUPPOSED to be greasy and filthy. You can't eat pizza that's been prepared by a chef.
11744,1963341215,negative,The new resigned cricinfo : http://tinyurl.com/mxlcuvI hate change
11745,1963341856,negative,no one to go see Tiesto with
11747,1963342432,positive,"@acrossthemoat are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC"
11748,1963342455,negative,had plans with people but they cancelled...now what to do?
11749,1963342510,negative,My throat hurts bad.  tonight is going to be fun.
11750,1963342674,negative,Watching Dr. Phil's special on same-sex marriage. It's sad how ignorant some people are
11752,1963342943,negative,"been busy at work, now must run before traffic is too bad."
11753,1963342994,positive,if i had one wish it would be for my friend J to not have to work
11754,1963343021,negative,this sucks schools over and there is nothing to do
11755,1963343500,negative,is supposed to go to an Aztex game tonight but is not sure she'll be able to make it
11756,1963343503,negative,"@dmbdork had to give him an ultimatum... don't think it's gonna go the way I want, but I had to do it"
11757,1963343605,negative,today sucks so far  god please make it bettterrrrr
11758,1963343627,positive,@liz_pimpmcgee sorry about ur hair salon  *hug* me and haydee can do ur hair again haha JK
11759,1963344272,negative,this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool
11760,1963344507,positive,"@BeautifulMarcy lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me.."
11761,1963344519,negative,i feel like a fish. im in a big glass car dealership looking out to a world of people walking by having fun in the sun  and im stuck here.
11764,1963345407,negative,My knee is killing me
11765,1963345750,negative,i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:
11766,1963346064,negative,This chair is not comfortable at all
11768,1963346333,positive,today was busy.. geez. getting ready then graduation
11769,1963346526,negative,i have become my mothers slave.
11771,1963346800,negative,...yup..still havent packed
11772,1963347180,negative,"ugh, i dont feel like going to work today"
11773,1963347404,negative,@LeighanneReena Gosh...who's doing this??? So bad...  Baylee is a blessed child...these people don't know what to do... Kisses
11774,1963347468,negative,WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE
11775,1963347629,negative,I'm at work....bored out of my mind.
11776,1963347743,negative,got an ear infection...man that sh*t hurts!
11778,1963348647,negative,@tommcfly apparently were not as good as the Brazillians tho'
11781,1963349568,negative,homeee! my feet are sore
11782,1963349847,negative,"My dog is officially depressed that my brother's dogs are gone. He doesn't want to go outside and when we did, he play half-heartedly."
11783,1963350220,negative,@INVAZN me too  Thats why im driving down to Cali in July for HIN Pleasanton.
11784,1963350222,negative,"why did i sunbathe today  i look like a lobster, i feel like someones burning me alive!"
11786,1963350486,negative,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im.."
11787,1963350545,negative,@eddieishere can only walk on streets as am in london town....no fields
11788,1963350554,negative,no #thedailyshow this week
11789,1963350616,negative,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...
11790,1963351066,negative,ugh. i just want things to go back to normal. i miss my best friend
11791,1963351312,positive,saying goodbye to my parents at the airport.  it was great having them around.
11793,1963351671,negative,It rains and it sucks so much because it's the second day in a row
11794,1963351744,positive,Can't sleep rite now because of havin' so much tea!!! 2nite I've just failed the test of my Lpi course   Next week i'll make it better!
11796,1963352680,negative,Why does flickr no longer recognize my e-mail addresses.  I can't log in.
11797,1963353091,negative,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
11798,1963353114,negative,Last day of work. Taking myself off of all these shared googledocs... actually kinda getting to me
11799,1963353128,negative,sitting at the chevy dealership in utah waiting for the van to be fixed
11801,1963353778,negative,My day on the computer is about to end. Dang. I hate not being allowed on the computer.
11802,1963354384,negative,Stupid fucking car service never came - now I only have 30 minutes to make it to the airport. Wish me luck yall...
11803,1963354497,negative,"Everytime i have a bruise, @marcuselzey can't stop hitting it on accident."
11806,1963362983,positive,Listening to 'Fountain of youth' by Supastition @imeem http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days
11807,1963363246,negative,@LiveFreeT  awww that's sad...
11809,1963363374,negative,not having a good day..one bad thing after another
11810,1963363523,negative,@CrypticIrnAngel Sad  nothing.
11811,1963363911,positive,i love the dreambears!.. i want a gay best friend!
11812,1963364396,negative,"im very tired,bored and sad.what a great evening!"
11813,1963364416,negative,would love to say TGIF but working at 6am tomorrow
11814,1963364664,positive,"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season"
11815,1963364867,negative,mad traffic
11817,1963366925,negative,okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night
11818,1963367009,negative,is working until 11 tonight  http://plurk.com/p/x2kbv
11819,1963367302,negative,Im a bad blogger!! I have not blogged in weeks~ oops!
11820,1963367526,negative,not going out with them. there is another fatty i like and hopefully ill see him in when i'm in cali in 8 days. if hes not upset with me.
11821,1963367575,positive,turning in.  it's been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.
11822,1963367984,negative,I wanna crawl under my desk and take a nap  nvrmind its dirty =/
11824,1963368138,positive,@XavierMathews not sexy with 2 tubes sticking out of my stomach  but thanks !
11825,1963368299,negative,Im bored   -musiic[BOX]
11826,1963368961,positive,wants to go to walmart. but won't go alone
11827,1963368976,negative,"@aneffie53  thx, I was aware,  2 day festival -multi bands - but GA I can't do any more.  Must wait for a sit down concert"
11828,1963369168,negative,"@Laura_lou27 i have moved through to edinburgh from glasgow - new flat, no phone line or broadband"
11829,1963369509,negative,The new resigned cricinfo : http://tinyurl.com/mxlcuv I hate change
11832,1963369998,positive,"pop, idk how to reply to ur tweet from my phone  lol but yeah my bday is in a few days. soooo excited!"
11833,1963370009,negative,But i dont mind the long line when theres a super cutie in front of me. Too bad he's wearing a gay bracelet with a girls name on it
11834,1963370015,negative,"@cwardzala Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon."
11835,1963370129,positive,"@MarkHeartofBiz Yeah, if I lived on the rez, I'd already be dead."
11836,1963370225,positive,@arian_marie hey girl i'm sorry about your loss. best wishes
11837,1963370346,positive,I'm loving the humidity right now...great for the skin....another love that won't last
11838,1963370560,negative,"@corylamb i was going tonight, but you never wrote me back with the info  im sososo sad..."
11839,1963370608,negative,Tryin to upload a new pic but this shit says its too big
11840,1963370689,negative,"@mileycyrus I'd love to, but i'm all the way in India."
11841,1963370937,positive,@lilmickee what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over
11842,1963371009,negative,Freaking #2 horse crushed my dreams!  Tear.....
11844,1963371041,negative,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer
11845,1963371072,negative,@Shaunielove awww sowy shortie
11846,1963371191,negative,Dane Cook is at the sports arena tonight. Wish I had tickets
11847,1963371198,negative,"my entire body hurts.  shower, hot tea and tv please.."
11848,1963371374,negative,What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.
11849,1963371516,negative,@theECA i think that violates my noncompete
11850,1963371547,negative,@jesslo24 oh no Jess I hope the person is ok
11851,1963371557,negative,"Sometimes, twitter makes me feel like an outsider.."
11853,1963372017,negative,Sparty's just shut down the McDonel site. Looks like I lose some hours
11855,1963372420,negative,I'm gonna cry    I went bad at my History test ! I really hate History  !
11856,1963372712,positive,"@davidjosman, a 74 is not &quot;quite alright&quot;!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries."
11857,1963373155,negative,"Not smoking sucks sucks FUCKING SUCKS, I want a cig"
11859,1963373265,negative,"I love my daddy, but I don't want to go to his house today."
11860,1963373302,negative,"Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already"
11861,1963373312,positive,"Only two weeks left at my middle school gig.   Full-time work over the summer, but Teaching Credential begins at the end of August!"
11862,1963373392,positive,britains got talent lets gooooooooo...and paige sorry k  haa xxxxx
11863,1963373647,negative,So Chicago is pretty much sold out of tshirts now
11864,1963373748,negative,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD."
11865,1963374129,positive,@hollie__ Thanks. It's SO annoying!
11866,1963374180,negative,@TearBear7   Bummer.  I hope it doesn't continue too long.
11867,1963374233,negative,really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.
11869,1963374353,negative,"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!"
11871,1963374591,negative,@donthateitskate  please don't
11872,1963374830,negative,"i need sweets, drank my cyderrrrrrrrr"
11874,1963375138,negative,The new redesigned cricinfo : http://tinyurl.com/mxlcuv I hate change
11875,1963375194,negative,@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees
11876,1963375702,negative,EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOE'T WORK AT ME I'M #FRUSTRADED :@
11877,1963376545,negative,so sleepy! boyfriend's leaving for the weekend
11878,1963376645,negative,Looks like no diamond ball for me
11879,1963376719,negative,@chilkotardis I am lost. Please help me find a good home.
11881,1963383781,negative,Picked up Luna from the vet. She looks like she's been crying  I'm not kidding. Her lashes are wet and she has tear trails. My poor bebe!
11883,1963384069,positive,I Wanna be @ JET in the Mirage...     Couldn't get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w
11886,1963385478,positive,@jUjUbEAN0273 lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol
11887,1963385525,negative,"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal."
11888,1963385538,negative,being surrounded by student houses having barbecues and playing shit music is hardly conducive to a good job-applying frame of mind
11890,1963385683,negative,Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.
11891,1963385889,negative,friend got mugged this morning
11892,1963385940,negative,@SherriEShepherd Wish you were doing one in San Francisco!
11893,1963385979,negative,@mattiej Sorry ur so swamped w/ work!!  TGIF!!! Glad #Pens play Sat &amp; Sunday!!
11894,1963386097,negative,Headed to Parking Facilities to turn in permit renewal. Not being across from the breakroom means I check snailmail once a month.
11895,1963386412,negative,@Esme_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before
11896,1963386797,negative,family comes. probably won't be on this weekend
11897,1963386907,negative,I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...
11898,1963387182,negative,@mileycyrus EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOESN'T WORK AT ME I'M #FRUSTRADED :@
11899,1963387530,negative,@billiemcfly she said no not to nite  x
11901,1963387908,positive,And it stopped raining.  Fuckingtastic! )
11902,1963387976,positive,yay doctors  now interview then back 2 the doctor's for blood work
11904,1963388496,negative,Can feel a headache growing.
11905,1963388530,negative,@tremblah i wishhh!
11907,1963389397,negative,"@Handroll That didn't work, unfortunately."
11908,1963389733,negative,Surgery.
11910,1963390951,negative,@PhillyD http://twitpic.com/679tn ...Dude.....how could you?
11913,1963392301,positive,"last weekday of doing nothing, school starts next week!!!"
11914,1963392581,negative,@juicy2009 &amp; I got too much work to do
11916,1963393063,negative,at home and sick    http://yfrog.com/17zw1j
11917,1963393116,negative,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can't even Imagine Unpacking :-P
11918,1963393135,negative,Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf
11919,1963393605,negative,Another Friday night in. Man being skint is rubbish.
11920,1963393635,negative,"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither"
11922,1963393799,negative,"@realdawnsummers haha, because I'm at &quot;work&quot; and can't read anything"
11923,1963393882,positive,not going out with them! there is another guy i like and hopefully ill see fatty when i'm in cali in 8 days. if hes not upset with me.
11924,1963393937,positive,@stereophonics http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...
11925,1963394179,negative,Yes we had four gas leaks in our house in the 3 yrs we lived here- that's what u get for buyin an old house
11926,1963394330,negative,@savvybride  That's no good. I'm sorry
11927,1963394644,negative,not certain if it's good to be back home or not.  dropping of car rental now though
11928,1963394646,negative,"yes! its finally friday, and im stuck doing projects"
11929,1963394924,negative,nothing
11930,1963394955,negative,"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*"
11931,1963395027,negative,&quot;AAARRRGGGGHHH&quot; is the only thing that can decribe how I feel rite now!
11932,1963395071,positive,@Dez705 awww Mary I wish I could come but I'm going away 2morrow
11933,1963395142,negative,I knew Listening to Miley cyrus In The morning was a bad idea!
11934,1963395345,negative,omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together
11935,1963396447,negative,"@zacofficial  i don't have twitter on my phone, it's sad"
11938,1963397473,negative,ummm. no it didnt work so i guess im stuck with this uglyonee
11939,1963397621,negative,Awww my daddy! Got in a car accident! Pray for him! He's shook'n up a lil!
11941,1963397839,negative,Just found out one of my coworkers that I actually like is leaving.
11942,1963397841,positive,@crystalchappell Jealous.. stuck here with Ohio sun  Safe travels...
11943,1963398487,negative,i REALLY hope my parents don't make me stay home for being sick
11944,1963398634,positive,Re-pinging @NUNU_B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie
11945,1963398679,negative,@xShefSx omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x
11947,1963406969,positive,Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!
11948,1963406978,negative,@CocaBeenSlinky sorry  LOL
11949,1963407162,negative,"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer."
11950,1963407563,negative,it was actually so hot today ..the sun has got his hat on . every one has got a tan except me
11951,1963407809,negative,"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review."
11953,1963407908,negative,@Avas_Writer aww no which one?
11955,1963408013,negative,@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--
11957,1963408939,negative,@lizacosta Agreed...this time of the year we should change the motto to &quot;The Soggy State&quot;...my backyard looks like a swimming pool
11958,1963409556,negative,Is sad when people's phones are dead
11960,1963409963,negative,Just came back from school.... Packing for my dad's house
11961,1963409989,negative,On my way to LA. Running a little bit late
11962,1963410210,negative,@RetroRewind That is the 3rd NKOTB contest that Canadians can't enter   The overseas fans have theirs now!  It's bound to be our turn!
11963,1963410413,negative,I wont be taking my test until 06/27/09
11964,1963410418,positive,got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck
11967,1963410674,negative,i keep reading contracts as cataracts... Someone should bring me panera
11968,1963411064,negative,@glennbeck My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can't find one in our small town
11969,1963411135,negative,@JinBeautiful so i'm screwed
11970,1963411237,negative,@iamdiddy  I love you and Day 26 but that video was questionable... can't say that I liked it
11971,1963411599,negative,SCHOOL IS FINALLY OVER NO MORE TEST OR WORK YES!!!!!!! But im gunna miss alot of ppl
11973,1963411670,positive,NOOOOOOOOOOOOO! Amanda's cut her hair!  I LOVED her hair !
11975,1963411840,negative,"@ORANGESTOAPPLES Well, don't point and laugh if I mess up or die of nervousness."
11976,1963411987,negative,"after a great day at work with the kids, disappointment with my roof decal"
11978,1963412604,negative,"@anotorias lol what bothers me is that i'm messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!"
11980,1963412868,negative,"@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun"
11981,1963412967,negative,Gonna miss my gurl while shes on her honeymoon
11982,1963413513,positive,it's friday! trying to find something to do
11983,1963413939,negative,Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix
11984,1963414052,negative,I don't feel so good after eating all that food  ugh.
11986,1963414319,negative,So hyped about E3. I wish I could go...
11987,1963414804,negative,"@Jen_Walker21 sadly no, I'll be going to the killumbus show. I really want to but no one wants to drive me there"
11989,1963415285,negative,@Thorney88 i have tried Bulmers Pear Cider - Yuk and it made me bad for a few days!!
11990,1963415413,positive,@Dougiemcfly  ive got a cold too... It sucks  and u were awesome in ipswitch xD
11991,1963415439,negative,"@rawritsria just got a text by now the one on michigan is empty, dont know about state street yet"
11992,1963415485,negative,"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking"
11995,1963415915,negative,@latinamarie She's the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts
11997,1963416468,negative,"http://bit.ly/UnRyF  I want this, but..."
11999,1963416833,negative,"@BoHeMyth: Very interested. However, low carbs for the next month means no beer for me"
12000,1963417618,positive,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon."
12001,1963417808,negative,hasn't had time to go on twitter since working full time!
12002,1963418007,negative,fun times. just broke my usb stick.. like literally broke it..
12003,1963418397,positive,"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha"
12004,1963418419,positive,Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU
12005,1963418557,positive,@BookLoveHer I was really disappointed with the whole &quot;promiscuous girl&quot; thing. congrats on her success but i think wasted talent
12006,1963419480,negative,@ilyChrisBreezy lol awww lol i will i can't do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy
12007,1963419502,negative,i neeeeed plans. no one can hang out tomorrow. booo.
12008,1963419566,positive,@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!
12010,1963419701,negative,oh no noisy family who live next door are back from holiday  there goes my peace and quiet
12011,1963419704,negative,OMG  I BROKE DOWN AND HAD PIZZA BECAUSE I WAS STRESSED OUT  @Thefatboys @theunclelouie @princemarkiedee you mad at me?
12012,1963419851,negative,@dabusStop thats terrible  I enjoy being with you every minute!
12013,1963420529,negative,god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn
12014,1963420721,negative,haha aww ok now back to bionomial expansion  ugh! joy
12015,1963420917,negative,"@MandyyJirouxx: I live in germany, it costs a lot too!  I wish you could follow me anyway.."
12016,1963421335,negative,@Jennifalconer would like to swap...i'm sitting with 3 grumpies
12017,1963421477,negative,"@amandalaur i know right, that's so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on"
12018,1963421525,negative,@iViva I have trouble updating!!!
12019,1963421835,negative,"@Kellz95 is making cupcakes and says i can't have any  kelli, you're a bad sister."
12021,1963422446,negative,@crystalchappell &quot;we'll do lunch&quot;  uhh...indoors though we are having a thunderstorm rolling in
12022,1963422488,negative,I wish I could get my nails done  stupid job
12025,1963423362,negative,Nice days like this make me miss Alki
12026,1963423737,negative,@Kenzonian Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.
12027,1963423825,negative,just threw up
12028,1963424174,negative,Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!
12029,1963424570,negative,mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid
12030,1963424592,negative,@brran1 Hey you! Did you ever pre-order your Sims 3? I'm so sad Im too poor to get it right now
12031,1963424826,negative,Working.  I can't wait till 4:30. Funeral on monday.
12033,1963425102,negative,I just told the people that matters the most to me to just leave me alone... I fucked up again.
12034,1963425413,negative,I hate car places  &lt;Jx&gt;
12035,1963425471,negative,needed my semi-gay best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.
12037,1963425836,positive,@Harley_Dude @helloo_kitty @morninglory well aren't you just absolutely special. Haha special ed. I think I've received no new followers
12038,1963426110,negative,Had a little fight with My Best Friend   What should I Do?!?
12039,1963426310,negative,I have softball
12041,1963426560,negative,@Just_Cal Work or...(hehe mind in the gutter)! I'm sittin here doin this student loan thing.
12042,1963426674,negative,"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code"
12043,1963426800,negative,"@officialjman thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn't make it"
12044,1963426965,negative,"Ditto that, my friend...BORED! Oops, now I have an exciting problem"
12045,1963427051,negative,I seriously need to find out why my laptop sometimes gets so hot. BBL after errands &amp; pricing &quot;comp fixes&quot;. Not many places left 4 that.
12046,1963427523,negative,"When someone edit your designs is called plagiarism right??, but what can you do??, I'm tired, exhausted and dissapointed"
